words	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust
kişilik	0	0	0	0	0	0	0	0	0	0
kişiliksiz	0	0	0	0	0	0	0	0	0	0
kişisel	0	0	0	0	0	0	0	0	0	1
kişisel özellik	0	0	0	0	0	0	0	0	0	0
kişneme	0	0	0	0	0	0	0	0	0	0
kist	0	0	0	1	0	1	0	1	0	0
kistik	0	0	1	0	0	0	0	0	0	0
kitabe	0	0	0	0	0	0	0	1	0	0
kitap	0	0	0	0	0	0	0	0	0	0
kitap kurdu	0	0	0	0	0	1	1	0	0	0
kitapçı	0	0	0	0	0	0	0	0	0	0
kitapçık	0	0	0	0	0	0	0	0	0	0
kitaplar	0	0	0	0	0	0	0	0	0	0
kitaplık	0	0	0	0	0	0	0	0	0	0
kitapsever	0	0	0	0	0	0	1	0	0	0
kitle	0	0	0	0	0	0	0	0	0	0
kiyamet gunu	1	1	1	1	0	1	0	1	0	0
kıç	0	0	0	0	0	0	0	0	0	0
kıçta	0	0	0	0	0	0	0	0	0	0
kıdem	0	0	0	0	0	0	1	0	0	1
kıdemli	0	0	0	0	0	0	0	0	0	0
kıkırdak	0	0	0	0	0	0	0	0	0	0
kıkırdama	0	1	0	0	1	0	1	0	1	1
kılavuz	0	0	0	0	0	0	1	0	0	1
kılcal damar	0	0	0	0	0	0	0	0	0	0
kılıç	0	0	0	0	0	0	0	0	0	0
kılıf	0	0	0	0	0	0	0	0	0	0
kıllı	0	0	1	0	0	1	0	0	0	0
kılmak	0	0	0	0	0	0	1	0	0	0
kınama	0	0	0	0	0	1	0	0	0	0
kınamak	1	0	0	0	0	1	0	0	0	0
kıpırdamak	1	0	0	0	0	1	0	0	0	0
kıpkırmızı	0	0	0	0	0	0	0	0	0	0
kırat	0	0	0	0	0	0	0	0	0	0
kırbaç	1	0	0	1	0	1	0	1	0	0
kırdı	0	0	0	1	0	1	0	1	0	0
kırgın	1	0	0	0	0	1	0	1	0	0
kırıcı	0	0	0	0	0	0	0	0	0	0
kırık	1	0	0	1	0	1	0	1	0	0
kırılabilir	0	0	0	0	0	0	0	0	0	0
kırılgan	0	0	0	0	0	0	0	0	0	0
kırılganlık	0	0	0	0	0	0	0	0	0	0
kırılmaların	0	0	0	0	0	1	0	0	0	0
kırılmamış	0	0	0	0	0	0	1	0	0	1
kırılmaz	0	0	0	0	0	0	1	0	0	0
kırıntı	0	0	0	0	0	0	0	0	0	0
kırışık	0	0	0	0	0	0	0	0	0	0
kırışıklık	0	0	0	0	0	0	0	0	0	0
kırkmak	1	0	1	0	0	1	0	1	0	0
kırmak	1	0	0	1	0	1	0	1	1	0
kırmızı	0	0	0	0	0	0	0	0	0	0
kırmızı biber	0	0	0	0	0	0	0	0	0	0
kırmızı harfler	0	0	0	0	0	0	1	0	0	0
kırmızılık	0	0	0	0	0	0	0	0	0	0
kırmızımsı	0	0	0	0	0	0	0	0	0	0
kırpma	0	0	0	0	0	0	0	0	0	0
kırpmak	0	0	0	0	0	0	0	0	0	0
kırsal	0	0	0	0	0	0	0	0	0	0
Kırtasiye	0	0	0	0	0	0	0	0	0	0
kış	0	0	0	0	0	0	0	0	0	0
kış uykusu	0	0	0	0	0	0	0	0	0	0
kış uykusuna yatmak	0	0	0	0	0	0	0	0	0	0
kısa	0	0	0	0	0	0	0	0	0	0
kısa kürek	0	1	0	0	0	0	1	0	0	0
kısa palto	0	0	0	0	0	0	0	0	0	0
kısa pantolon	0	0	0	0	0	0	0	0	0	1
kısa ve basit şarkı	0	0	0	0	1	0	1	0	0	0
kısaca	0	0	0	0	0	0	0	0	0	0
kısacık	0	0	0	0	0	0	0	0	0	0
kısalık	0	0	0	0	0	0	0	0	0	0
kısaltma	0	0	0	0	0	0	0	0	0	0
kısaltmak	0	0	0	0	0	0	0	0	0	0
kısık	0	0	0	0	0	1	0	0	0	0
kısım	0	0	0	0	0	0	0	0	0	0
kısır	0	0	0	0	0	0	0	0	0	0
kısırlaştırmak	0	0	0	0	0	0	0	0	0	0
kısırlık	0	0	0	0	0	1	0	1	0	0
kısıtlama	1	0	0	1	0	1	0	1	0	0
kısıtlamak	0	0	0	0	0	1	0	1	0	0
kısıtlanmamış	0	0	0	0	0	0	0	0	0	0
kısıtlayıcı	0	0	0	0	0	1	0	0	0	0
kısıtlı	0	0	0	0	0	0	0	0	0	0
kıskanç	0	0	0	0	0	1	0	0	0	0
kıskançlık	1	0	1	1	0	1	0	1	0	0
kışkırtıcı	0	0	0	0	0	0	0	0	0	0
kışkırtma	0	0	0	0	0	1	0	0	0	0
kışkırtmak	1	1	0	1	0	1	0	0	0	0
kışla	0	0	0	0	0	0	0	0	0	0
kısma	0	0	0	0	0	0	0	0	0	0
kısmen	0	0	0	0	0	0	0	0	0	0
kısmet	0	0	0	1	0	1	0	1	0	0
kısrak	0	0	0	0	0	0	0	0	0	0
kıssa	0	0	0	0	0	0	0	0	0	0
kıt	0	0	0	1	0	1	0	1	0	0
kıta	0	0	0	0	0	0	0	0	0	0
kıtık	0	0	0	0	0	0	0	0	0	0
kıtlık	0	0	0	0	0	0	0	0	0	0
kıvılcım	0	0	0	0	0	0	0	0	0	0
kıvırma	0	0	0	0	0	0	0	0	0	0
kıvırmak	0	0	1	0	0	1	0	0	0	0
kıvrak	0	0	0	0	0	0	1	0	0	0
kıvranmak	1	0	1	1	0	1	0	1	0	0
kıvrık	0	0	0	0	0	0	0	0	0	0
kıvrılmış	0	0	0	0	0	0	0	0	0	0
kıvrım	0	0	0	0	0	0	0	0	0	0
kıvrımlı	0	0	0	0	0	1	0	0	0	0
kıyafet	0	0	0	0	0	0	0	0	0	0
kıyamet	0	0	0	0	0	0	0	0	0	0
kıyasıya	1	0	0	1	0	1	0	0	0	0
kıyaslamalı	0	0	0	0	0	0	0	0	0	0
kıyı	0	0	0	0	0	0	0	0	0	0
kıymık	0	0	0	0	0	0	0	0	0	0
kız	0	0	0	0	0	0	0	0	0	0
kız evlat	0	0	0	0	1	0	1	0	0	0
kız kardeş	0	0	0	0	0	0	0	0	0	0
kız kurusu	0	0	0	1	0	1	0	1	0	0
kızak	1	0	0	1	0	1	0	1	0	0
kızamık	0	0	1	1	0	1	0	1	0	0
kızarma	0	0	0	0	0	0	0	0	0	0
kızarmak	0	0	0	0	0	1	0	0	0	0
kızarmış ekmek	0	0	0	0	1	0	1	0	0	0
kızartma	0	0	0	0	0	0	0	0	0	0
kızdırma	1	0	1	0	0	1	0	0	0	0
kızdırmak	1	0	1	0	0	1	0	0	0	0
kızgın	1	0	1	0	0	1	0	0	0	0
kızıl akbaba	0	0	0	0	0	0	0	0	0	0
kızıştırmak	1	0	0	0	0	1	0	0	0	0
kızlar birliği	0	0	0	0	0	0	0	0	0	0
kızlığını bozma	0	0	0	0	0	0	0	0	0	0
kızma	1	0	0	0	0	1	0	0	0	0
klan	0	0	0	0	0	0	0	0	0	1
klapa	0	0	0	0	0	0	0	0	0	0
klarnet	0	0	0	0	0	0	0	0	0	0
klasik	0	0	0	0	0	0	1	0	0	0
klasikler	0	0	0	0	1	0	1	0	0	0
klips	0	0	0	0	0	0	0	0	0	0
klişe	0	0	0	0	0	1	0	0	0	0
klişeleşmiş	0	0	0	0	0	1	0	0	0	0
kloroform	0	0	0	0	0	1	0	0	0	0
koalisyon	0	0	0	0	0	0	1	0	0	0
kobalt	0	0	0	0	0	0	0	0	0	0
kobra	0	0	0	1	0	0	0	0	0	0
Koç	0	0	0	0	0	0	0	0	0	1
kocakarı	0	0	1	1	0	1	0	0	0	0
Kocaman	0	0	0	0	0	0	0	0	0	0
kod	0	0	0	0	0	0	0	0	0	0
kodaman	0	0	0	0	0	0	0	0	0	0
kodeks	0	0	0	0	0	0	0	0	0	0
kodlama	0	0	0	0	0	0	0	0	0	0
kodlamak	0	0	0	0	0	0	0	0	0	0
koful	0	0	0	0	0	0	0	0	0	0
koğuş	0	0	0	0	0	0	0	0	0	0
kohort	0	0	0	0	0	0	0	0	0	0
kok	0	0	0	0	0	0	0	0	0	0
kök	0	0	0	0	0	0	0	0	0	0
kokain	0	0	0	0	0	1	0	1	0	0
kokan	0	0	1	0	0	1	0	0	0	0
kokarca	0	0	0	0	0	0	0	0	0	0
köken	0	0	0	0	0	0	0	0	0	0
koklama	0	1	0	0	0	1	0	0	0	0
koklamak	0	0	0	0	0	0	0	0	0	0
köklü	0	0	0	0	0	0	1	0	0	1
kokteyl	0	0	0	0	0	0	0	0	0	0
koku	0	0	0	0	0	0	0	0	0	0
kokulu	0	0	0	0	0	0	0	0	0	0
kökünden	0	0	0	0	0	0	0	0	0	0
kökünü kurutmak	1	0	0	0	0	1	0	0	0	0
kokusu	0	0	0	0	0	0	0	0	0	0
kol	0	0	0	0	0	0	0	0	0	0
kolaçan etmek	0	0	0	1	0	0	0	0	1	0
kolan	0	0	0	0	0	0	0	0	0	0
kolay	0	0	0	0	0	0	0	0	0	0
kolay bozulan	0	0	0	0	0	1	0	0	0	0
kolay etkilenen	0	0	0	0	0	0	0	0	0	1
kolayca	0	0	0	0	0	0	0	0	0	0
kolaylaştırmak	0	0	0	0	0	0	1	0	0	0
Kolaylık	0	0	0	0	0	0	1	0	0	0
kolaylıklar	0	0	0	0	0	0	0	0	0	0
köle	1	0	1	1	0	1	0	1	0	0
kolej	0	0	0	0	0	0	0	0	0	0
koleksiyoncu	0	0	0	0	0	0	0	0	0	0
kolektör	0	0	0	0	0	0	0	0	0	0
Köleler	0	0	0	0	0	0	1	0	0	1
köleleştirme	0	0	0	0	0	1	0	0	0	0
kölelik	0	0	0	0	0	1	0	0	0	0
kolera	0	0	1	1	0	1	0	1	0	0
kolik	0	0	0	0	0	1	0	0	0	0
kolon	0	0	0	0	0	0	0	0	0	0
koloni	0	0	0	0	0	0	0	0	0	0
kolordu	0	0	0	0	0	0	0	0	0	0
Kolsuz	0	0	0	0	0	0	0	0	0	0
koltuk değneği	0	0	0	0	0	0	0	0	0	0
kolun ön kısmı	1	1	0	0	0	0	0	0	0	0
kolye	0	0	0	0	0	0	0	0	0	0
kolza	1	0	1	1	0	1	0	1	0	0
koma	0	0	0	1	0	1	0	1	0	0
komada	0	0	0	1	0	1	0	1	0	0
kombinasyon	0	0	0	0	0	0	0	0	0	0
kombinatoryal	0	0	0	0	0	0	0	0	0	0
kombine	0	0	0	0	0	0	0	0	0	0
komedi	0	0	0	0	0	0	0	0	0	0
komik	0	0	0	0	0	0	0	0	0	0
komiser	0	0	0	0	0	0	0	0	0	0
komisyon	0	0	0	0	0	0	0	0	0	1
komisyoncu	0	0	0	0	0	0	0	0	0	0
komisyonculuk	0	0	0	0	0	0	0	0	0	0
komodor	0	0	0	0	0	0	1	0	0	1
kompakt	0	0	0	0	0	0	0	0	0	1
kompleks	0	0	0	0	0	1	0	0	0	0
komplikasyon	0	0	0	0	0	1	0	0	0	0
komplo	0	0	0	1	0	0	0	0	0	0
komplocu	1	1	1	1	0	1	0	0	0	0
kompres	1	0	0	0	0	0	0	0	0	0
komşu	0	1	0	0	0	0	1	0	0	1
Komşuluk	0	1	0	0	0	0	0	0	0	0
komün	0	0	0	0	0	0	0	0	0	0
komünist	0	0	0	0	0	1	0	0	0	0
komünizm	1	0	0	1	0	1	0	1	0	0
komünyon	0	0	0	0	0	0	0	0	0	0
kömür	0	0	0	0	0	0	0	0	0	0
Komut istemi	0	0	0	0	0	0	0	0	0	0
komuta	0	0	0	0	0	0	0	0	0	0
komutan	0	0	0	0	0	0	0	0	0	0
konağında	0	0	0	0	0	0	0	0	0	0
konak	0	0	0	0	0	0	0	0	0	0
Konaklama	0	0	0	0	0	0	1	0	0	0
kondüktör	0	0	0	0	0	0	0	0	0	0
konfederasyon	0	0	0	0	0	0	0	0	0	0
konferans	0	0	0	0	0	0	0	0	0	0
konferans salonu	0	0	0	0	0	0	0	0	0	0
konfor	0	1	0	0	1	0	1	0	0	1
kongre	0	0	1	0	0	0	0	0	0	1
kongre üyesi	0	0	0	0	0	0	0	0	0	1
koni	0	0	0	0	0	0	0	0	0	0
konik	0	0	0	0	0	0	0	0	0	0
konjonktürel	0	0	0	0	0	0	0	0	0	0
konsantrasyon	0	0	0	0	0	0	0	0	0	0
konser	0	0	0	0	0	0	0	0	0	0
konservatuvar	0	0	0	0	0	0	0	0	0	0
konsey	0	1	0	0	0	0	1	0	0	1
konsol	0	0	0	0	0	0	0	0	0	0
konsolos	0	0	0	0	0	0	0	0	0	1
konsültasyon	0	0	0	0	0	0	0	0	0	0
Kont	0	0	0	0	0	0	1	0	0	0
kontes	0	0	0	0	0	0	1	0	0	0
kontluk	0	0	0	0	0	0	0	0	0	1
kontrast	0	0	0	0	0	0	0	0	0	0
Kontrol	0	0	0	0	0	0	0	0	0	0
kontrol edilemez	1	1	0	0	0	1	0	0	1	0
kontrol listesi	0	0	0	0	0	0	1	0	0	1
kontrollü	1	0	0	0	0	1	0	0	0	0
kontrolsüz	0	0	0	0	0	1	0	0	0	0
konu	0	0	0	0	0	0	0	0	0	0
konu ile ilgili	0	0	0	0	0	0	0	0	0	0
konu ile ilgisi olmayan	0	0	0	0	0	0	0	0	0	0
konuk	0	0	0	0	0	0	0	0	0	0
konuk sevmez	0	0	0	0	0	1	0	1	0	0
konumlandırmak	0	0	0	0	0	0	0	0	0	0
konuşkan	0	0	0	0	0	1	0	0	0	0
konuşma	0	0	0	0	0	0	0	0	0	0
konuşma diline ait	0	0	0	0	0	0	0	0	0	0
konuşma tarzı	0	0	0	0	0	0	0	0	0	0
konuşmacı	0	0	0	0	0	0	0	0	0	0
konuştu	0	0	0	0	0	1	0	0	0	0
konuşulmuş	0	0	0	0	0	0	0	0	0	0
konuşuyorum	0	0	0	0	0	0	0	0	0	0
konut	0	0	0	0	0	0	0	0	0	0
konutlar	0	0	0	0	0	0	0	0	0	0
Konvansiyonel	0	0	0	0	0	0	0	0	0	0
konveks	0	0	0	0	0	0	0	0	0	0
konveksiyon	0	0	0	0	0	0	0	0	0	0
konvertibl	0	0	0	0	0	0	0	0	0	0
konvoy	0	0	0	0	0	0	0	0	0	0
kooperatif	0	0	0	0	0	0	1	0	0	1
koordinasyon	0	1	0	0	1	0	1	0	0	1
koordinat	0	0	0	0	0	0	0	0	0	0
koparmak	1	0	0	0	0	0	0	0	0	0
köpek	0	0	0	0	0	0	0	0	0	0
köpek kulübesi	0	0	0	0	0	0	0	1	0	0
köpek yavrusu	0	1	0	0	0	0	1	0	0	1
Köpekbalığı	0	0	0	0	0	1	0	0	0	0
köpekle kovalama	0	0	0	0	0	1	0	0	0	0
kopma	0	0	0	1	0	1	0	1	1	0
köprü	0	0	0	0	0	0	0	0	0	0
köpük	0	0	0	0	0	0	0	0	0	0
köpüklü	0	0	0	0	0	0	0	0	0	0
kopukluk	0	0	0	0	0	1	0	0	0	0
köpüren	0	0	0	0	0	0	0	0	0	0
köpürme	0	0	0	0	0	0	0	0	0	0
kopya	0	0	0	0	0	1	0	0	0	0
kopyalama	0	0	0	0	0	0	0	0	0	0
kör	0	0	0	0	0	1	0	0	0	0
kordon	0	0	0	0	0	0	0	0	0	0
körfez	0	0	0	0	0	0	0	0	0	0
köri	0	0	0	0	0	0	0	0	0	0
koridor	0	0	0	0	0	0	0	0	0	0
korkak	0	0	1	1	0	1	0	1	0	0
korkakça	0	0	0	1	0	1	0	0	0	0
korkaklık	0	0	0	1	0	1	0	0	0	0
korkan	0	0	0	1	0	1	0	0	0	0
korkmak	0	1	1	1	0	1	0	1	1	0
korkmuş	0	0	0	1	0	1	0	0	0	0
korku	1	0	0	1	0	1	0	0	0	0
korkuluk	0	0	0	0	0	0	0	0	0	0
korkunç	0	0	1	1	0	1	0	0	0	0
korkusuz	0	0	0	1	0	0	1	0	0	0
korkutmak	0	0	0	1	0	1	0	1	1	0
korkutucu	0	0	0	1	0	1	0	0	1	0
körlük	0	0	0	0	0	1	0	1	0	0
kornea	0	0	0	0	0	0	0	0	0	0
korniş	0	0	0	0	0	0	0	0	0	0
koro	0	0	0	0	1	0	1	0	0	1
korona	0	0	0	0	0	0	0	0	0	0
korozyon	0	0	0	0	0	1	0	0	0	0
korsan	1	0	0	0	0	1	0	0	0	0
korsanlık	0	0	0	0	0	1	0	0	0	0
korse	0	0	0	0	0	0	0	0	0	0
korteks	0	0	0	0	0	0	0	0	0	0
kortikal	0	0	0	0	0	0	0	0	0	0
koru	0	0	0	0	0	0	0	0	0	0
körü körüne	0	1	0	1	0	0	0	0	1	0
korucu	0	0	0	0	0	0	0	0	0	1
körük	1	0	0	0	0	0	0	0	0	0
koruma	0	1	0	0	0	0	1	0	0	1
korumak	0	0	0	0	0	0	1	0	0	0
korumalı	0	0	0	0	0	0	0	0	0	1
korumasız	0	0	0	0	0	0	0	0	1	0
korunan	0	0	0	0	0	0	0	0	0	1
korunma	0	0	0	0	0	0	0	0	0	0
korunmuş	0	0	0	0	0	0	0	0	0	0
koruyarak	0	0	0	0	0	0	0	0	0	0
koruyucu	0	1	0	0	1	0	1	0	1	1
korvet	0	0	0	0	0	0	0	0	0	0
kos	0	0	0	0	0	0	0	0	0	0
köşe	0	0	0	0	0	0	0	0	0	0
kösele gibi	0	0	0	0	0	0	0	0	0	0
köşk	0	0	0	0	0	0	0	0	0	0
koskocaman	0	0	0	0	0	0	0	0	0	0
köstek	0	0	0	0	0	0	0	0	0	0
kostüm	0	0	0	0	0	0	0	0	0	0
koşu	0	0	0	0	0	0	0	0	0	0
koşu yolu	0	0	0	0	0	0	0	0	0	0
koşucu	0	0	0	0	0	0	0	0	0	0
koşullar	0	0	0	0	0	0	0	0	0	0
koşuşturma	0	0	0	0	0	0	0	0	0	0
koşuşturmak	0	0	0	0	0	0	0	0	0	0
kot	0	0	0	0	0	0	0	0	0	0
kota	0	0	0	0	0	0	0	0	0	0
kötü	1	0	1	1	0	1	0	1	0	0
kötü hava şartlarına dayanıklı	0	0	0	0	0	0	1	0	0	0
kötü idare	0	0	1	0	0	1	0	0	0	0
kötü niyetli	1	0	1	1	0	1	0	1	0	0
kötü yönetim	0	0	0	0	0	1	0	0	0	0
kötülemek	0	0	0	0	0	1	0	0	0	0
kötüleşen	0	0	1	0	0	1	0	1	0	0
kötüleşti	0	0	1	0	0	1	0	1	0	0
kötüleyici	1	0	1	0	0	1	0	1	0	0
kötülük	1	0	1	1	0	1	0	0	0	0
kötümser	0	0	0	1	0	1	0	1	0	0
kötümserlik	1	0	0	1	0	1	0	1	0	0
Kova	0	0	0	0	0	0	0	0	0	0
kovalama	0	0	0	0	0	0	0	0	0	0
kovalamak	0	0	0	0	0	1	0	0	0	0
kovan	0	0	0	0	0	1	0	0	0	0
kovboy	0	0	0	0	0	0	0	0	0	0
kovma	1	0	1	1	0	1	0	1	0	0
kovmak	1	0	1	1	0	1	0	1	0	0
kovuşturma	0	0	1	0	0	1	0	0	0	0
koy	0	1	1	1	1	0	1	0	0	0
köy	0	0	0	0	0	0	0	0	0	0
koyar	0	0	0	0	0	0	0	0	0	0
köylü	0	0	0	0	0	1	0	0	0	0
koymak	0	0	0	0	0	0	0	0	0	0
koyun	0	0	0	0	0	0	0	0	0	0
koyun eti	0	0	0	0	0	0	0	0	0	0
koyut	0	0	0	0	0	0	0	0	0	0
koz	0	0	0	0	0	0	0	0	1	0
köz	0	0	0	0	0	0	0	0	0	0
koza	0	0	0	0	0	0	0	0	0	0
kozmetik	0	0	0	0	0	0	0	0	0	0
kozmik	0	0	0	0	0	0	0	0	0	0
kozmoloji	0	0	0	0	0	0	0	0	0	0
kozmopolitan	0	0	0	0	0	0	1	0	0	1
kraker	0	0	0	0	0	0	0	0	0	0
kral	0	0	0	0	0	0	1	0	0	0
kraliçe	0	0	0	0	0	0	0	0	0	0
krallık	0	0	0	0	0	0	0	0	0	0
kramp	0	1	0	0	0	1	0	0	0	0
krank	0	0	0	0	0	1	0	0	0	0
krater	0	0	0	0	0	0	0	0	0	0
kravat	0	0	0	0	0	0	0	0	0	0
kredi	0	0	0	0	0	0	1	0	0	1
kredilendirme	0	0	0	0	0	0	0	0	0	0
krem	0	1	0	0	1	0	1	0	1	0
kremsi	0	0	0	0	0	0	0	0	0	0
kreps	0	1	0	0	0	0	0	0	0	0
kreş	0	0	0	0	1	0	1	0	0	1
kreşendo	0	1	0	0	1	0	1	0	1	1
kriket	0	0	0	0	0	0	0	0	0	0
kriko	0	0	0	0	0	0	0	0	0	0
krikolar	0	0	0	0	0	0	0	0	0	0
kriptografi	0	0	0	0	0	0	0	0	0	0
kris	0	0	0	0	0	0	0	0	0	0
kristal	0	0	0	0	0	0	1	0	0	0
kristalleşme	0	0	0	0	0	0	0	0	0	0
kriter	0	0	0	0	0	0	0	0	0	0
kriz	0	0	0	0	0	1	0	0	0	0
kroket	0	0	0	0	0	0	0	0	0	0
kroki	0	0	0	0	0	0	0	0	0	0
kromatik	0	0	0	0	0	0	0	0	0	0
kromatografi	0	0	0	0	0	0	0	0	0	0
kromozom	0	0	0	0	0	0	0	0	0	0
kronik	0	0	0	0	0	1	0	1	0	0
kronograf	0	0	0	0	0	0	0	0	0	0
kronolojik	0	0	0	0	0	0	0	0	0	0
kronometre	0	0	0	0	0	0	0	0	0	0
krupiye	0	0	0	0	0	0	0	0	0	0
kruvazör	0	0	0	0	0	0	0	0	0	0
kuadrupol	0	0	0	0	0	0	0	0	0	0
kuantum	0	0	0	0	0	0	0	0	0	0
kuartet	0	0	0	0	0	0	0	0	0	0
kubbe	0	0	0	0	0	0	0	0	0	0
kucak	0	0	0	0	0	0	0	0	0	0
kucaklamak	0	1	0	0	1	0	1	0	1	1
küçük	0	0	0	0	0	0	0	0	0	0
küçük çiftlik	0	0	0	0	0	0	0	0	0	0
küçük düşürmek	1	0	1	0	0	1	0	0	0	0
küçük evren	0	0	0	0	0	0	0	0	0	0
küçük eyalet	0	0	0	0	0	0	0	0	0	0
küçük hindistan cevizi	0	0	0	0	0	0	0	0	0	0
küçük kapı	0	0	0	0	0	0	1	0	0	0
küçük köy	0	0	0	0	0	0	0	0	0	0
küçük şişe	0	0	0	0	0	0	0	0	0	0
küçültmek	0	0	0	0	0	1	0	0	0	0
küçültücü	0	0	1	1	0	1	0	1	0	0
küçümseme	1	0	1	0	0	1	0	0	0	0
küçümsemek	1	0	1	1	0	1	0	1	0	0
küçümseyen	0	0	0	0	0	1	0	0	0	0
kudret helvası	0	0	0	0	0	0	1	0	0	0
kuduz	1	1	1	1	0	1	0	1	0	0
küf	0	0	1	0	0	1	0	0	0	0
küflü	0	0	0	0	0	0	0	0	0	0
küfür	1	0	0	0	0	1	0	0	0	0
kuğu	0	0	0	0	0	0	0	0	0	0
kukla	0	0	0	0	0	1	0	0	0	0
kükreme	0	0	0	0	0	0	0	0	0	0
kukuleta	1	0	1	1	0	1	0	0	0	0
kukuletalı	0	0	0	1	0	0	0	0	0	0
kükürt	1	0	0	1	0	1	0	0	0	0
kül	0	0	0	0	0	1	0	0	0	0
kulaç	0	0	0	0	0	0	0	0	0	0
kulak	0	0	0	0	0	0	0	0	0	0
kulak çınlaması	0	0	0	0	0	0	0	0	0	0
külçe	0	0	0	0	0	0	0	0	0	0
kule	0	0	0	0	0	0	1	0	0	0
külfetli	0	0	0	1	0	1	0	1	0	0
kullanılmamış	0	0	0	0	0	0	0	0	0	0
kullanılmayan	1	0	0	0	0	1	0	0	0	0
kullanım	0	0	0	0	0	0	0	0	0	0
kullanışlı	0	0	0	0	0	0	1	0	0	0
kullanışlılık	0	0	0	0	0	0	1	0	0	0
kullanmak	0	0	0	0	0	0	0	0	0	1
küller	0	0	0	0	0	1	0	1	0	0
külliyat	0	0	0	0	0	0	0	0	0	0
külot	0	0	0	0	0	0	0	0	0	0
Kulp	0	0	0	0	0	0	0	0	0	0
kültür	0	0	0	0	0	0	1	0	0	0
kulübe	0	0	0	0	0	0	0	0	0	0
kulüp	0	0	0	0	0	0	0	0	0	0
kulüp binası	0	0	0	0	0	0	0	0	0	0
kulüpleri	0	0	0	0	0	0	0	0	0	0
külüstür araba	1	1	0	1	0	1	0	0	1	0
kum	0	0	0	0	0	0	0	0	0	0
kum saati	0	0	0	0	0	0	0	0	0	0
kum taneleri	0	0	0	0	0	0	0	0	0	0
kumandan	0	0	0	0	0	0	1	0	0	1
kumar	0	0	0	0	0	1	0	0	0	0
kumar oynamak	0	1	0	0	0	0	0	0	0	0
kumarbaz	0	1	0	0	0	1	0	0	1	0
kumarhane	0	0	0	0	0	0	0	0	0	0
kumaş	0	0	0	0	0	0	0	0	0	0
kumaşçılık	0	0	0	0	0	0	0	0	0	0
küme	0	0	0	0	0	1	0	0	0	0
küme düşme	0	0	0	0	0	1	0	0	0	0
kümes	1	0	1	0	0	1	0	0	0	0
kümes hayvanları	0	0	0	0	0	0	0	0	0	0
kumlu	0	0	0	0	0	0	0	0	0	0
kumlu taştan kap	0	0	0	0	0	0	0	0	0	0
kumral	0	0	0	0	0	0	0	0	0	0
kumtaşı	0	0	0	0	0	0	1	0	0	1
kumul	0	0	0	0	0	0	0	0	0	0
kümülüs	0	0	0	0	0	0	0	0	0	0
kundakçılık	1	0	0	1	0	1	0	0	0	0
kunduracı	0	0	0	0	0	0	0	0	0	0
Künt	0	0	0	0	0	0	0	0	0	0
Künyeler	0	0	0	0	0	0	0	0	0	0
küp	0	0	0	0	0	0	0	0	0	1
Kupa	1	0	0	1	0	1	1	1	0	0
küpe	0	0	0	0	0	0	0	0	0	0
küpeşte	0	0	0	0	0	0	0	0	0	0
kupon	0	0	0	0	0	0	0	0	0	0
kupürleri	0	0	0	0	0	0	0	0	0	0
kur	0	1	0	0	1	0	1	0	0	1
kur yapmak	0	0	0	0	0	0	0	0	0	0
kurak	0	0	0	0	0	1	0	1	0	0
kuraklık	0	0	0	0	0	1	0	0	0	0
kural	0	0	0	1	0	0	0	0	0	1
kuralcı	0	0	0	0	0	0	0	0	0	0
kurbağa	0	0	0	0	0	0	0	0	0	0
kurban	0	0	1	1	0	1	0	1	0	0
kurdele	1	1	0	0	1	0	1	0	0	0
küre	0	0	0	0	0	0	0	0	0	0
kürek	0	0	0	0	0	0	0	0	0	0
kürek çekme	0	0	0	0	0	0	0	0	0	0
kürek çekmek	1	0	0	0	0	1	0	0	0	0
kürekle	0	0	0	0	0	0	0	0	0	0
küreler	0	0	0	0	0	0	0	0	0	0
küresel	0	0	0	0	0	0	0	0	0	0
kurgu	0	0	0	0	0	0	0	0	0	0
kürk	0	0	0	0	0	0	0	0	0	0
kurmak	0	0	0	0	0	0	1	0	0	0
kurnaz	0	0	0	0	0	0	0	0	0	0
kurnazlık	0	0	0	0	0	1	0	0	0	0
kurşun geçirmez	0	0	0	0	0	0	1	0	0	0
kürtaj	0	0	1	1	0	1	0	1	0	0
kurtarma	0	0	0	0	0	0	1	0	0	0
kurtarmak	0	0	0	0	0	0	0	0	0	0
kurtçuk	0	0	0	0	0	0	0	0	0	0
kurtulma	0	0	0	0	0	0	0	0	0	0
kurtulmuş	0	0	0	0	0	0	0	0	0	0
kurtuluş	0	1	0	0	1	0	1	0	0	1
kuru	0	0	0	0	0	0	0	0	0	0
kuru erik	0	0	0	0	0	0	0	0	0	0
kurucu	0	0	0	0	0	0	0	0	0	0
Kurul	0	0	0	0	0	0	0	0	0	1
kurulamak	0	0	0	0	0	0	0	0	0	0
kurulmuş	0	0	0	0	1	0	1	0	0	0
kuruluk	0	0	0	0	0	0	0	0	0	0
Kurulum	0	0	0	0	0	0	0	0	0	0
kuruluş	0	0	0	0	0	0	0	0	0	0
kurum	0	0	0	0	0	0	0	0	0	0
kurumsal işaretler	0	0	0	0	0	0	0	0	0	0
kuruntu	0	0	0	1	0	0	0	0	1	0
kuruş	0	0	0	0	0	0	0	0	0	0
kurutmak	0	0	0	0	0	0	0	0	0	0
kurutulmuş	0	0	0	0	0	0	0	0	0	0
